Entry	Gene names  (ordered locus )
P40483	YIL108W
Q8TGN5	YIL105W-A
Q2V2P5	YIL102C-A
P40488	YIL102C
P40497	YIL092W
P40500	YIL089W
P40503	YIL086C
P40508	YIL077C
P40514	YIL067C
P40519	YIL060W
P40520	YIL059C
P40523	YIL055C
P40524	YIL054W
Q3E7Z4	YIL046W-A
P40538	YIL029C
P40543	YIL024C
Q02598	YIL014C-A
P40551	YIL012W
Q3E7Z5	YIL002W-A
P40560	YIL001W
P25637	YCR059C
Q08956	YPL201C
P53845	YNL263C
P40556	YIL006W
P38900	YHR219W
P38899	YHR218W
P0CX19	YHR214W
Q8TGK0	YHR214C-E
P0CX93	YHR214C-D
Q8TGK1	YHR213W-B
Q8TGT4	YHR213W-A
P0CI67	YHR213W
P0CX91	YHR212W-A
P38893	YHR210C
P38887	YHR202W
P38870	YHR182W
P38868	YHR180W
P38867	YHR177W
Q3E815	YHR175W-A
P38864	YHR173C
P38842	YHR140W
O13536	YHR139C-A
P38841	YHR138C
P38835	YHR131C
P38834	YHR130C
P38833	YHR127W
P38831	YHR125W
P38829	YHR122W
P38716	YHR112C
P38809	YHR097C
Q3E746	YHR086W-A
P38799	YHR078W
P0C5N7	YHR073W-A
P0C5N4	YHR073C-B
P38780	YHR054C
Q05451	YHR050W-A
P38775	YHR045W
P38769	YHR035W
P38690	YHR033W
P0C5N6	YHR032W-A
Q8TGT6	YHR022C-A
P38763	YHR022C
P38708	YHR020W
Q07074	YHR007C-A
Q04116	YDR451C
Q04013	YMR241W
P38721	YHL050C
P38722	YHL049C
Q3E758	YHL048C-A
P38727	YHL044W
P38729	YHL042W
P38730	YHL041W
P38733	YHL037C
P38740	YHL026C
P38744	YHL018W
P38745	YHL017W
Q3E7Z6	YHL015W-A
P38709	YHL012W
P38750	YHL008C
P38752	YHL005C
P38776	YHR048W
P38765	YHR029C
P47040	YJL059W
Q05900	YLR298C
P39676	YGR234W
P0CX96	YGR296C-B
P53336	YGR283C
P53329	YGR273C
P40326	YGR269W
P53326	YGR266W
P53316	YGR250C
Q3E786	YGR240C-A
P50089	YGR237C
P53307	YGR219W
P42942	YGR210C
Q8TGT7	YGR204C-A
P42936	YGR201C
Q8TGT8	YGR174W-A
P53293	YGR168C
P53291	YGR164W
Q3E744	YGR161W-C
P48238	YGR153W
P53287	YGR151C
P48236	YGR149W
Q8TGT9	YGR146C-A
P53278	YGR130C
P53275	YGR127W
P53274	YGR126W
P53273	YGR125W
P53272	YGR122W
Q3E816	YGR121W-A
P53270	YGR117C
P53265	YGR111W
P53249	YGR079W
P53243	YGR067C
P53242	YGR066C
P53235	YGR054W
P53234	YGR053C
P53231	YGR050C
P53229	YGR045C
P53227	YGR042W
P53225	YGR039W
Q45U48	YGR035W-A
P53222	YGR035C
P53217	YGR026W
P53216	YGR025W
P53212	YGR021W
P53211	YGR018C
P53210	YGR017W
P53209	YGR016W
P53206	YGR012W
P38616	YNL160W
P53054	YGL262W
P53056	YGL260W
Q3E740	YGL258W-A
P53066	YGL242C
P53071	YGL235W
P53074	YGL230C
P53089	YGL204C
Q2V2P6	YGL194C-A
P53097	YGL193C
Q8TGU1	YGL188C-A
P53100	YGL185C
P46945	YGL176C
P53110	YGL159W
P53116	YGL149W
P53120	YGL140C
P53122	YGL138C
P53132	YGL118C
P53133	YGL117W
P53134	YGL114W
P53139	YGL108C
P53144	YGL101W
P53151	YGL088W
P53155	YGL082W
P53156	YGL081W
P0C5N3	YGL041W-A
Q3E750	YGL041C-B
P53183	YGL039W
P53185	YGL036W
P53186	YGL034C
P33199	YGL015C
P0C5N1	YGL014C-A
P25338	YGL010W
Q8TGU0	YGL007C-A
Q3E802	YGL006W-A
Q12222	YOL128C
Q06676	YDR319C
P43625	YFR057W
P43622	YFR054C
P43617	YFR045W
P43608	YFR035C
Q8TGU2	YFR032C-B
P43600	YFR020W
P43599	YFR018C
P43597	YFR016C
Q3E838	YFR012W-A
P0C5N0	YFR010W-A
P0C5M9	YFR009W-A
P43590	YFR006W
P0CX99	YFL068W
P43537	YFL067W
P43538	YFL066C
P43539	YFL065C
P43540	YFL064C
P43549	YFL054C
P43551	YFL052W
P43552	YFL051C
Q3E817	YFL041W-A
P43562	YFL040W
P43564	YFL034W
P43576	YFL019C
P43578	YFL015C
P43580	YFL012W
P43591	YFR007W
Q07540	YDL120W
Q07451	YDL072C
Q04210	YMR040W
P35723	YKL065C
P0CX94	YER190C-B
P40104	YER189W
P40103	YER188W
P0C0V2	YER188C-A
P40102	YER187W
P40101	YER186C
P39961	YER184C
P40097	YER181C
Q8TGU4	YER175W-A
P40095	YER158C
P40093	YER156C
P10356	YER152C
A0A023PYF4	YER145C-A
P0C270	YER138W-A
P40083	YER137C
P40082	YER135C
P40081	YER134C
P39959	YER130C
P40076	YER121W
P0C5M8	YER090C-A
P40058	YER085C
P40057	YER084W
P40052	YER079W
Q3E7A2	YER078W-A
P40049	YER076C
Q3E7B0	YER053C-A
P0CD97	YER039C-A
P40022	YER034W
P40011	YER010C
P40028	YER041W
P34225	YBL060W
P0CX95	YEL077W-A
Q3E7X8	YEL077C
P0CX16	YEL076C-A
P39971	YEL076C
P39972	YEL075C
P39974	YEL073C
P39977	YEL068C
P39978	YEL067C
P39983	YEL057C
P32616	YEL045C
P32618	YEL043W
P39989	YEL028W
P39991	YEL025C
P39992	YEL023C
P39994	YEL020C
P39999	YEL014C
A0A023PZF2	YEL009C-A
P40001	YEL008W
Q07950	YLR020C
Q07804	YLL012W
P16521	YLR249W
P32622	YEL041W
P39953	YEL006W
P40004	YEL004W
Q03049	YDR541C
P0C1Z1	YDR524W-C
Q3E6R4	YDR524C-B
Q04408	YDR514C
Q03362	YDR476C
Q2V2P7	YDR461C-A
Q04093	YDR444W
Q04033	YDR415C
Q04170	YDR391C
Q04162	YDR387C
Q3E6R5	YDR381C-A
P0C5M1	YDR371C-A
P87287	YDR366C
Q05510	YDR344C
Q05506	YDR341C
Q05497	YDR338C
P0C5M0	YDR320W-B
Q06640	YDR306C
Q05530	YDR286C
Q05612	YDR278C
P87283	YDR274C
Q12331	YDR262W
Q03787	YDR249C
Q03786	YDR248C
Q3E763	YDR246W-A
Q03780	YDR239C
Q04925	YDR222W
Q12240	YDR215C
Q03482	YDR210W
Q03480	YDR209C
Q3E818	YDR194W-A
Q3E796	YDR182W-A
Q03983	YDR179W-A
Q3E789	YDR169C-A
A0A023PZE8	YDR157W
Q03900	YDR132C
Q03899	YDR131C
Q04608	YDR124W
Q2V2P9	YDR119W-A
P0C5L7	YDR118W-A
Q04598	YDR115W
Q04597	YDR114C
Q04585	YDR109C
Q03864	YDR102C
Q03193	YDR090C
P38966	YDR089W
Q12298	YDR061W
Q12025	YDR056C
Q03205	YDR042C
Q6Q5X2	YDR034W-B
P0C289	YDR034C-A
Q12111	YDR029W
Q12185	YDR018C
Q12426	YDR010C
Q3E7Z7	YDR003W-A
Q07746	YDL242W
Q07738	YDL241W
Q07629	YDL218W
Q12121	YDL211C
Q12424	YDL206W
Q12407	YDL199C
P48568	YDL186W
P48569	YDL183C
Q12301	YDL180W
Q12257	YDL177C
Q12027	YDL176W
Q3E774	YDL159W-A
Q12082	YDL157C
Q07589	YDL144C
Q07555	YDL129W
Q07551	YDL124W
Q07541	YDL121C
Q07530	YDL114W
Q12103	YDL109C
Q07505	YDL086W
Q3E7B7	YDL085C-A
Q07454	YDL073W
Q07379	YDL057W
P0C5L6	YDL022C-A
Q12489	YDL012C
Q12210	YDL009C
Q2V2Q0	YDL007C-A
P25491	YNL064C
Q02896	YPL087W
Q12235	YLL055W
Q06156	YLR272C
Q3E819	YCR108C
P25608	YCR102C
P25607	YCR101C
P25606	YCR100C
P25657	YCR099C
Q3E787	YCR095W-A
P25654	YCR090C
P37263	YCR087C-A
P25650	YCR085W
Q3E830	YCR075W-A
P25639	YCR061W
P25631	YCR051W
P25630	YCR050C
P25361	YCR043C
P37265	YCR041W
P25352	YCR025C
Q3E7Z8	YCR024C-B
P25351	YCR023C
P25620	YCR022C
P25617	YCR016W
P25616	YCR015C
P25354	YCR007C
P25350	YCR006C
P25347	YCR001W
P25349	YCR004C
P25593	YCL068C
P25577	YCL049C
Q2V2Q2	YCL048W-A
P25572	YCL042W
Q96VH3	YCL021W-A
Q8J0M4	YCL012C
P25565	YCL002C
Q96VH2	YCL001W-B
P87012	YCL001W-A
P39962	YER123W
P23292	YNL154C
P23291	YHR135C
P42937	YGR203W
Q06680	YDR325W
P39109	YDR135C
P32386	YLL048C
Q8TGK4	YBR298C-A
Q8TGU5	YBR296C-A
P38357	YBR292C
P38355	YBR287W
P38354	YBR285W
P38150	YBR284W
P38338	YBR259W
Q3E776	YBR255C-A
P38331	YBR242W
P38142	YBR241C
P38330	YBR238C
Q3E762	YBR230W-A
P38321	YBR225W
Q3E781	YBR221W-A
P38318	YBR220C
P38317	YBR219C
P38311	YBR209W
Q2V2Q3	YBR201C-A
Q3E755	YBR200W-A
P38306	YBR197C
Q3E778	YBR196C-B
Q3E820	YBR196C-A
P38299	YBR184W
Q8TGU6	YBR182C-A
P34215	YBR144C
P38109	YBR139W
P38277	YBR138C
P38276	YBR137W
Q8TGU7	YBR126W-A
P0C5L4	YBR121C-A
P38256	YBR096W
P38253	YBR090C
O43137	YBR085C-A
Q3E794	YBR072C-A
P38243	YBR071W
P38083	YBR063C
P38239	YBR062C
I2HB52	YBR056W-A
P38081	YBR056W
P38235	YBR053C
P38223	YBR032W
P38220	YBR027C
P38216	YBR016W
P38215	YBR013C
P53169	YGL060W
P38315	YBR216C
Q7M4S9	YBL113C
Q3E7Y4	YBL112C
Q3E7Y5	YBL111C
P0C269	YBL100W-C
P38177	YBL086C
P38180	YBL081W
Q8TGU8	YBL071C-B
P38185	YBL071C
P34224	YBL059W
P34220	YBL055C
P38194	YBL044W
P0C268	YBL039W-B
P0C5K9	YBL039C-A
P38197	YBL036C
P38201	YBL029W
Q3E756	YBL029C-A
P38202	YBL028C
P32788	YBL010C
Q3E821	YBL008W-A
P40017	YER024W
P80235	YAR035W
P46683	YPL239W
P39564	YAR068W
P0CX18	YAR066W
P39563	YAR064W
Q8TGV0	YAR035C-A
P39549	YAR029W
P39548	YAR028W
D6VPM8	YAR023C
Q08182	YOL028C
Q03935	YDR259C
P40574	YIR018W
P38749	YHL009C
P53309	YGR241C
P38856	YHR161C
P19880	YML007W
Q8TGK6	YAL067W-A
O13511	YAL065C
O13512	YAL064W-B
P39711	YAL064W
Q3E791	YAL063C-A
P39728	YAL037W
Q3E741	YAL037C-A
P14680	YJL141C
Q12184	YPL252C
P53930	YNL107W
P47118	YJR067C
Q07993	YLR070C
P33301	YDR369C
P22147	YGL173C
P47165	YJR133W
P42826	YGR194C
P39102	YLR090W
P40489	YIL101C
P43582	YFL010C
Q12206	YOR229W
Q12363	YOR230W
P38838	YHR134W
P38739	YHL028W
Q12215	YOL105C
P53832	YNL283C
Q12109	YOL097C
Q2V2P8	YDR374W-A
Q12416	YOR083W
Q07655	YDL224C
P34761	YNL197C
P12611	YOR043W
P33767	YEL002C
Q03631	YML076C
Q08831	YOR359W
Q04338	YMR197C
P40890	YJL222W
P40438	YIL173W
P47075	YJL012C
Q02725	YPL019C
P43585	YFL004W
P40046	YER072W
Q06263	YLR181C
P37370	YLR337C
P40107	YGL225W
P54787	YML097C
P39702	YAL002W
P53853	YNL246W
Q06385	YDR372C
P53142	YGL104C
Q03388	YDR485C
Q03433	YML041C
P47161	YJR126C
Q12016	YOL129W
Q03944	YDR200C
O13549	YLR261C
P53285	YGR141W
Q03390	YDR486C
P47111	YJR044C
Q12071	YDR027C
P47061	YJL029C
P39904	YDR484W
P36116	YKR020W
Q92331	YOR069W
P38932	YGL095C
P38959	YDR080W
P52917	YPR173C
Q05919	YLR360W
Q06696	YLR417W
P34110	YJL154C
P22543	YLR240W
P20795	YLR396C
Q02948	YPL120W
P23643	YDR495C
P38759	YHR012W
Q02767	YPL065W
P40343	YNR006W
P47142	YJR102C
P36095	YKL041W
P36017	YOR089C
Q04272	YMR077C
P32913	YOR132W
Q03308	YPL045W
P22219	YBR097W
Q07878	YLL040C
P21576	YKR001C
P32341	YKL119C
P32563	YOR270C
P53262	YGR106C
P42839	YNL321W
Q04311	YDR049W
P38735	YHL035C
Q3E7B6	YCL005W-A
P32610	YEL051W
P39111	YGR020C
P32366	YLR447C
P31412	YKL080W
P22203	YOR332W
P25515	YEL027W
P38784	YHR060W
P41806	YGR105W
P16140	YBR127C
P23968	YHR026W
P41807	YPR036W
P32842	YPL234C
P48836	YHR039C-A
P17255	YDL185W
Q06685	YLR410W
Q12045	YPL253C
P53076	YGL227W
P40547	YIL017C
P40157	YNL212W
P38263	YBR105C
Q05934	YLR373C
P53241	YGR065C
Q08438	YOR054C
P40463	YIL135C
Q03785	YDR247W
P40041	YER064C
P40522	YIL056W
P38329	YBR235W
P40080	YER128W
P53058	YGL258W
Q99385	YDL128W
P36172	YKR105C
Q04602	YDR119W
P25594	YCL069W
P38358	YBR293W
Q04301	YMR088C
P07806	YGR094W
P02381	Q0140
P23642	YML115C
P32912	YGL212W
Q07468	YDL077C
Q12241	YOR106W
Q08474	YOR068C
P39968	YEL013W
P53950	YNL054W
P25591	YCL063W
Q06708	YLR386W
P40003	YEL005C
P32630	YEL035C
P32626	YEL038W
P32623	YEL040W
P21373	YJR049C
P38882	YHR196W
P53276	YGR128C
P40055	YER082C
Q02354	YDR449C
Q04177	YDR398W
Q06679	YDR324C
P36144	YKR060W
P40498	YIL091C
Q12339	YOR004W
P53254	YGR090W
Q06078	YLR409C
P35194	YBL004W
P40362	YJL069C
Q04305	YMR093W
Q04500	YML093W
Q05946	YLR222C
P34247	YKL099C
P42945	YJL109C
P36135	YKR042W
Q12132	YPL230W
P25386	YDL058W
P53146	YGL098W
Q12208	YLR132C
Q03714	YML029W
Q06525	YPR152C
P40554	YIL008W
P27515	YNR012W
Q04179	YDR400W
P23202	YNL229C
Q04411	YDR520C
P47108	YJR041C
P34241	YKL014C
P38627	YJR103W
P28274	YBL039C
P15700	YKL024C
P13298	YML106W
